"","X1","X2","X3","X4","X5"
"5310","2003-12-06","Knicks","","• Allan Houston","sore right knee (DNP)"
"5311","2003-12-06","Mavericks","","• Dirk Nowitzki","sprained right ankle (DNP)"
"5312","2003-12-06","Spurs","","• Malik Rose","strained right ankle (DNP)"
"5313","2003-12-06","Warriors","","• Adonal Foyle","recovering from surgery on left knee (DNP)"
"5314","2003-12-07","Clippers","","• Chris Wilcox","strained left groin (DNP)"
"5315","2003-12-07","Grizzlies","","• Jason Williams","strained back (DNP)"
"5316","2003-12-07","Jazz","","• Carlos Arroyo","sprained left ankle (DNP)"
"5317","2003-12-07","Timberwolves","","• Mark Madsen","back spasms (DNP)"
"5318","2003-12-07","Timberwolves","","• Michael Olowokandi","right knee tendinitis (DNP)"
"5319","2003-12-08","Bucks","","• Tim Thomas","sprained left ankle (DNP)"
"5320","2003-12-08","Bulls","","• Scottie Pippen (Sr.)","left knee injury (DNP)"
"5321","2003-12-08","Celtics","","• Vin Baker","flu (DNP)"
"5322","2003-12-08","Jazz","","• Carlos Arroyo","sprained left ankle (DNP)"
"5323","2003-12-08","Spurs","","• Malik Rose","strained right ankle (DNP)"
"5324","2003-12-09","76ers","","• Allen Iverson","right knee tendinitis (DNP)"
"5325","2003-12-09","76ers","","• Marc Jackson","recovering from surgery on broken left ring finger (DNP)"
"5326","2003-12-09","76ers","","• Willie Green","recovering from surgery on right thumb (DNP)"
"5327","2003-12-09","Clippers","","• Bobby Simmons","flu (DNP)"
"5328","2003-12-09","Kings","","• Bobby Jackson","bronchitis (DNP)"
"5329","2003-12-09","Knicks","","• Allan Houston","sore right knee (DNP)"
"5330","2003-12-09","Pacers","","• Anthony Johnson","lower abdominal strain (DNP)"
"5331","Date","Team","Acquired","Relinquished","Notes"
"5332","2003-12-09","Pistons","","• Darko Milicic","flu (DNP)"
"5333","2003-12-09","Timberwolves","","• Michael Olowokandi","right knee tendinitis (DNP)"
"5334","2003-12-09","Warriors","","• Adonal Foyle","recovering from surgery on left knee (DNP)"
"5335","2003-12-10","Bucks","","• Tim Thomas","sprained left ankle (DNP)"
"5336","2003-12-10","Grizzlies","","• Jason Williams","strained back (DNP)"
"5337","2003-12-10","Jazz","","• Carlos Arroyo","sprained left ankle (DNP)"
"5338","2003-12-10","Knicks","","• Allan Houston","right knee injury (DNP)"
"5339","2003-12-10","Spurs","","• Malik Rose","strained right ankle (DNP)"
"5340","2003-12-10","Suns","","• Leandro Barbosa","bruised sternum (DNP)"
"5341","2003-12-10","Warriors","","• Adonal Foyle","recovering from surgery on left knee (DNP)"
"5342","2003-12-11","76ers","","• Monty Williams","bruised knee"
"5343","2003-12-11","Spurs","","• Malik Rose","strained right ankle (DNP)"
"5344","2003-12-12","76ers","","• Marc Jackson","recovering from surgery on broken left ring finger (DNP)"
"5345","2003-12-12","Bucks","","• Tim Thomas","sprained left ankle (DNP)"
"5346","2003-12-12","Bulls","","• Corie Blount","sprained left knee (DNP)"
"5347","2003-12-12","Bulls","","• Scottie Pippen (Sr.)","arthroscopic surgery on left knee (out 4-6 weeks)"
"5348","2003-12-12","Bulls","","• Scottie Pippen (Sr.)","arthroscopic surgery on left knee (DNP)"
"5349","2003-12-12","Grizzlies","","• Jason Williams","strained back muscle (DNP)"
"5350","2003-12-12","Hawks","","• Boris Diaw","sprained left ankle (DNP)"
"5351","2003-12-12","Kings","","• Anthony Peeler","sore right knee (DNP)"
"5352","2003-12-12","Mavericks","","• Michael Finley","sprained right big toe (DNP)"
"5353","2003-12-12","Timberwolves","","• Mark Madsen","back spasms (DNP)"
"5354","2003-12-12","Timberwolves","","• Michael Olowokandi","surgery on right knee (out 6-8 weeks)"
"5355","2003-12-12","Timberwolves","","• Michael Olowokandi","surgery on right knee (DNP)"
"5356","2003-12-12","Warriors","","• Adonal Foyle","recovering from surgery on left knee (DNP)"
"5357","Date","Team","Acquired","Relinquished","Notes"
"5358","2003-12-12","Warriors","","• Craig Claxton / Speedy Claxton","lower back spasms (DNP)"
"5359","2003-12-13","Bulls","","• Corie Blount","sprained left knee (DNP)"
"5360","2003-12-13","Bulls","","• Scottie Pippen (Sr.)","recovering from arthroscopic surgery on left knee (DNP)"
"5361","2003-12-13","Grizzlies","","• Jason Williams","strained back (DNP)"
"5362","2003-12-13","Hawks","","• Boris Diaw","sprained left ankle (DNP)"
"5363","2003-12-13","Knicks","","• Kurt Thomas","sore left knee (DNP)"
"5364","2003-12-13","Magic","","• Tyronn Lue","strained left hip flexor (DNP)"
"5365","2003-12-13","Spurs","","• Malik Rose","strained right ankle (DNP)"
"5366","2003-12-14","76ers","","• Allen Iverson","right knee hematoma (DNP)"
"5367","2003-12-14","76ers","","• Marc Jackson","recovering from surgery on broken left ring finger (DNP)"
"5368","2003-12-14","Jazz","","• Curtis Borchardt","broken right wrist (DNP)"
"5369","2003-12-15","Celtics","","• Raef LaFrentz","surgery on right knee (out for season)"
"5370","2003-12-15","Grizzlies","","• Jason Williams","strained back (DNP)"
"5371","2003-12-15","Mavericks","","• Michael Finley","sprained right big toe (DNP)"
"5372","2003-12-15","Mavericks","","• Shawn Bradley","back spasms (DNP)"
"5373","2003-12-15","Spurs","","• Malik Rose","strained right ankle (DNP)"
"5374","2003-12-15","Timberwolves","","• Mark Madsen","back spasms (DNP)"
"5375","2003-12-16","Bulls","","• Corie Blount","sprained left knee (DNP)"
"5376","2003-12-16","Bulls","","• Eddy Curry","bone bruise in left knee (out 2-4 weeks)"
"5377","2003-12-16","Bulls","","• Eddy Curry","bone bruise in left knee (DNP)"
"5378","2003-12-16","Grizzlies","","• Jason Williams","strained back (DNP)"
"5379","2003-12-16","Hawks","","• Boris Diaw","sprained left ankle (DNP)"
"5380","2003-12-16","Jazz","","• Curtis Borchardt","broken right wrist (DNP)"
"5381","2003-12-16","Magic","","• Tyronn Lue","strained left hip (DNP)"
"5382","2003-12-16","Timberwolves","","• Mark Madsen","lower back spasms (DNP)"
"5383","Date","Team","Acquired","Relinquished","Notes"
"5384","2003-12-16","Warriors","","• Troy Murphy","torn plantar fascia in right foot (DNP)"
"5385","2003-12-17","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5386","2003-12-17","76ers","","• Marc Jackson","recovering from surgery on broken left ring finger (DNP)"
"5387","2003-12-17","Bulls","","• Corie Blount","sprained left knee (DNP)"
"5388","2003-12-17","Bulls","","• Eddy Curry","sprained left knee (DNP)"
"5389","2003-12-17","Cavaliers","","• Ira Newble","ill (DNP)"
"5390","2003-12-17","Hawks","","• Boris Diaw","sprained right ankle (DNP)"
"5391","2003-12-17","Jazz","","• Curtis Borchardt","broken right wrist (DNP)"
"5392","2003-12-17","Magic","","• Tyronn Lue","strained left hip (DNP)"
"5393","2003-12-17","Mavericks","","• Michael Finley","sprained right big toe (DNP)"
"5394","2003-12-17","Mavericks","","• Shawn Bradley","back spasms (DNP)"
"5395","2003-12-18","Mavericks","","• Michael Finley","sprained right big toe (DNP)"
"5396","2003-12-18","Mavericks","","• Shawn Bradley","back spasms (DNP)"
"5397","2003-12-18","Nets","","• Alonzo Mourning","kidney transplant surgery"
"5398","2003-12-18","Timberwolves","","• Mark Madsen","lower back spasms (DNP)"
"5399","2003-12-19","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5400","2003-12-19","76ers","","• Marc Jackson","recovering from surgery on broken left ring finger (DNP)"
"5401","2003-12-19","Hawks","","• Boris Diaw","sprained right ankle (DNP)"
"5402","2003-12-19","Jazz","","• Curtis Borchardt","broken right wrist (DNP)"
"5403","2003-12-19","Magic","","• Tyronn Lue","strained left hip flexor (DNP)"
"5404","2003-12-19","Nets","","• Aaron Williams","pulled groin (DNP)"
"5405","2003-12-19","Pistons","","• Darko Milicic","flu (DNP)"
"5406","2003-12-19","Sonics","","• Brent Barry","left hip flexor injury (DNP)"
"5407","2003-12-19","Wizards","","• Brendan Haywood","sinus infection (DNP)"
"5408","2003-12-20","Bulls","","• Eddy Curry","bone bruise in left knee (DNP)"
"5409","Date","Team","Acquired","Relinquished","Notes"
"5410","2003-12-20","Clippers","","• Melvin Ely","flu (DNP)"
"5411","2003-12-20","Hawks","","• Boris Diaw","sprained left ankle (DNP)"
"5412","2003-12-20","Hawks","","• Dion Glover","flu (DNP)"
"5413","2003-12-20","Hornets","","• David West","upper respiratory infection (DNP)"
"5414","2003-12-20","Mavericks","","• Michael Finley","sprained right big toe (DNP)"
"5415","2003-12-20","Mavericks","","• Shawn Bradley","back spasms (DNP)"
"5416","2003-12-20","Nets","","• Aaron Williams","pulled groin (DNP)"
"5417","2003-12-20","Nets","","• Lucious Harris","sprained ankle (DNP)"
"5418","2003-12-20","Pacers","","• Kenny Anderson","sore left foot (DNP)"
"5419","2003-12-20","Sonics","","• Antonio Daniels","strained abdominal (DNP)"
"5420","2003-12-20","Sonics","","• Brent Barry","left hip flexor injury (DNP)"
"5421","2003-12-21","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5422","2003-12-21","76ers","","• Marc Jackson","recovering from surgery on broken left ring finger (DNP)"
"5423","2003-12-21","Blazers","","• Ruben Boumtje Boumtje","sprained left ankle (DNP)"
"5424","2003-12-21","Heat","","• Malik Allen","flu (DNP)"
"5425","2003-12-21","Jazz","","• Curtis Borchardt","broken right wrist (DNP)"
"5426","2003-12-22","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5427","2003-12-22","76ers","","• Derrick Coleman","sprained left knee (DNP)"
"5428","2003-12-22","76ers","","• Marc Jackson","recovering from surgery on broken left ring finger (DNP)"
"5429","2003-12-22","Bulls","","• Eddy Curry","bone bruise in left knee (DNP)"
"5430","2003-12-22","Grizzlies","","• Lorenzen Wright","lower leg injury (DNP)"
"5431","2003-12-22","Grizzlies","","• Stromile Swift","stomach virus (DNP)"
"5432","2003-12-22","Jazz","","• Curtis Borchardt","broken right wrist (DNP)"
"5433","2003-12-22","Lakers","","• Karl Malone","strained ligament in knee (out 3 games)"
"5434","2003-12-22","Magic","","• Donnell Harvey","DNP"
"5435","Date","Team","Acquired","Relinquished","Notes"
"5436","2003-12-22","Nuggets","","• Marcus Camby","strained lower back (DNP)"
"5437","2003-12-23","Bulls","","• Eddy Curry","bone bruise in left knee (DNP)"
"5438","2003-12-23","Grizzlies","","• Lorenzen Wright","right leg injury (DNP)"
"5439","2003-12-23","Heat","","• John Wallace","flu (DNP)"
"5440","2003-12-23","Heat","","• Malik Allen","flu (DNP)"
"5441","2003-12-23","Kings","","• Lawrence Funderburke","left Achilles tendon injury (DNP)"
"5442","2003-12-23","Lakers","","• Karl Malone","sprained right ankle (DNP)"
"5443","2003-12-23","Mavericks","","• Shawn Bradley","back spasms (DNP)"
"5444","2003-12-23","Nets","","• Aaron Williams","pulled groin (DNP)"
"5445","2003-12-25","Lakers","","• Karl Malone","sprained ligament in knee (DNP)"
"5446","2003-12-25","Mavericks","","• Shawn Bradley","back spasms (DNP)"
"5447","2003-12-26","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5448","2003-12-26","Bulls","","• Eddy Curry","bone bruise in left knee (DNP)"
"5449","2003-12-26","Jazz","","• Greg Ostertag","sore left knee (DNP)"
"5450","2003-12-26","Nets","","• Aaron Williams","pulled groin (DNP)"
"5451","2003-12-26","Timberwolves","","• Troy Hudson","sprained right ankle (DNP)"
"5452","2003-12-27","Bulls","","• Eddy Curry","bone bruise in left knee (DNP)"
"5453","2003-12-27","Heat","","• Dwyane Wade","sprained right wrist (DNP)"
"5454","2003-12-27","Mavericks","","• Eduardo Najera","sore left knee (DNP)"
"5455","2003-12-27","Mavericks","","• Shawn Bradley","back spasms (DNP)"
"5456","2003-12-27","Nets","","• Aaron Williams","pulled groin (DNP)"
"5457","2003-12-27","Timberwolves","","• Troy Hudson","sprained right ankle (DNP)"
"5458","2003-12-28","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5459","2003-12-28","76ers","","• Zendon Hamilton","infection in left leg (DNP)"
"5460","2003-12-28","Jazz","","• Ben Handlogten","strained left knee (DNP)"
"5461","Date","Team","Acquired","Relinquished","Notes"
"5462","2003-12-28","Kings","","• Lawrence Funderburke","surgery on left Achilles tendon (DNP)"
"5463","2003-12-28","Lakers","","• Karl Malone","sprained right knee (DNP)"
"5464","2003-12-28","Raptors","","• Lamond Murray","back spasms (DNP)"
"5465","2003-12-29","76ers","","• Aaron McKie","strained left hamstring (DNP)"
"5466","2003-12-29","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5467","2003-12-29","76ers","","• Zendon Hamilton","infection in left leg (DNP)"
"5468","2003-12-29","Blazers","","• Dale Davis","back spasms (DNP)"
"5469","2003-12-29","Jazz","","• Greg Ostertag","left knee inflammation (DNP)"
"5470","2003-12-29","Nets","","• Aaron Williams","pulled groin (DNP)"
"5471","2003-12-30","Grizzlies","","• Bonzi Wells","concussion (DNP)"
"5472","2003-12-30","Mavericks","","• Eduardo Najera","sore left knee (DNP)"
"5473","2003-12-30","Nuggets","","• Jon Barry","arthroscopic surgery on right shoulder (out 6 weeks)"
"5474","2003-12-30","Pacers","","• Anthony Johnson","abdominal strain (DNP)"
"5475","2003-12-30","Timberwolves","","• Troy Hudson","sprained right ankle (DNP)"
"5476","2003-12-31","76ers","","• Aaron McKie","strained left hamstring (DNP)"
"5477","2003-12-31","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5478","2003-12-31","76ers","","• Zendon Hamilton","infection in left leg (DNP)"
"5479","2003-12-31","Jazz","","• Ben Handlogten","torn ACL in left knee (out indefinitely)"
"5480","2003-12-31","Nets","","• Aaron Williams","pulled groin (DNP)"
"5481","2003-12-31","Nuggets","","• Marcus Camby","strained left groin (DNP)"
"5482","2004-01-02","Cavaliers","","• Ira Newble","bruised right quadricep (DNP)"
"5483","2004-01-02","Celtics","","• Jumaine Jones","bruised right shoulder (DNP)"
"5484","2004-01-02","Jazz","","• Ben Handlogten","torn ACL in left knee (DNP)"
"5485","2004-01-02","Knicks","","• Allan Houston","sore left knee (DNP)"
"5486","2004-01-02","Knicks","","• Frank Williams","strained left groin (DNP)"
"5487","Date","Team","Acquired","Relinquished","Notes"
"5488","2004-01-02","Lakers","","• Karl Malone","sprained right knee (DNP)"
"5489","2004-01-02","Mavericks","","• Danny Fortson","tooth infection (DNP)"
"5490","2004-01-02","Nets","","• Aaron Williams","pulled groin (DNP)"
"5491","2004-01-02","Pacers","","• Anthony Johnson","lower abdominal strain (DNP)"
"5492","2004-01-02","Timberwolves","","• Troy Hudson","sprained right ankle (DNP)"
"5493","2004-01-03","76ers","","• Aaron McKie","strained left hamstring (DNP)"
"5494","2004-01-03","76ers","","• Allen Iverson","bruised right knee (DNP)"
"5495","2004-01-03","Jazz","","• Ben Handlogten","torn ACL in left knee (DNP)"
"5496","2004-01-03","Jazz","","• Matt Harpring","strained right knee (DNP)"
"5497","2004-01-03","Pacers","","• Anthony Johnson","abdominal strain (DNP)"
"5498","2004-01-03","Pistons","","• Corliss Williamson","back spasms (DNP)"
"5499","2004-01-03","Timberwolves","","• Troy Hudson","sprained right ankle (DNP)"
"5500","2004-01-03","Warriors","","• Calbert Cheaney","illness (DNP)"
"5501","2004-01-04","Clippers","","• Bobby Simmons","sprained right wrist (DNP)"
"5502","2004-01-04","Clippers","","• Marko Jaric","sprained left foot (DNP)"
"5503","2004-01-04","Kings","","• Lawrence Funderburke","recovering from surgery on left Achilles tendon (DNP)"
"5504","2004-01-04","Knicks","","• Frank Williams","strained left groin (DNP)"
"5505","2004-01-04","Lakers","","• Shaquille O'Neal","strained right calf (DNP)"
"5506","2004-01-04","Nets","","• Aaron Williams","pulled groin (DNP)"
"5507","2004-01-05","76ers","","• Aaron McKie","strained left hamstring (DNP)"
"5508","2004-01-05","Celtics","","• Jumaine Jones","bruised right shoulder (DNP)"
"5509","2004-01-05","Jazz","","• Matt Harpring","strained right knee (DNP)"
"5510","2004-01-05","Mavericks","","• Josh Howard","strained left hamstring (DNP)"
"5511","2004-01-05","Pacers","","• Anthony Johnson","abdominal strain (DNP)"
"5512","2004-01-05","Raptors","","• Milt Palacio","fractured left wrist (out indefinitely)"
"5513","Date","Team","Acquired","Relinquished","Notes"
"5514","2004-01-05","Jazz","","• Michael Ruffin","abdominal strain (DNP)"
"5515","2004-01-06","Kings","","• Lawrence Funderburke","recovering from surgery on left Achilles tendon (DNP)"
"5516","2004-01-06","Lakers","","• Shaquille O'Neal","strained right calf (DNP)"
"5517","2004-01-06","Nets","","• Aaron Williams","pulled groin (DNP)"
