"","X1","X2","X3","X4","X5"
"22101","Date","Team","Acquired","Relinquished","Notes"
"22102","2017-12-11","Bulls","","• Lauri Markkanen","back spasms / sore lower back (DTD)"
"22103","2017-12-11","Grizzlies","• Chandler Parsons","","returned to lineup"
"22104","2017-12-11","Jazz","","• Raulzinho Neto / Raul Neto","concussion (DTD)"
"22105","2017-12-11","Pelicans","","• Anthony Davis","strained adductor in left groin/pelvis (DTD)"
"22106","2017-12-11","Pelicans","","• Dante Cunningham","right knee injury (DTD)"
"22107","2017-12-12","Cavaliers","","• Dwyane Wade","sore left knee (DTD)"
"22108","2017-12-12","Cavaliers","• Kevin Love","","returned to lineup"
"22109","2017-12-12","Nets","• Joe Harris","","returned to lineup"
"22110","2017-12-12","Spurs","• Danny Green","","returned to lineup"
"22111","2017-12-12","Wizards","","• Ian Mahinmi","sore right knee (DTD)"
"22112","2017-12-12","Wizards","• Jason Smith","","returned to lineup"
"22113","2017-12-13","Blazers","","• Meyers Leonard","illness (DTD)"
"22114","2017-12-13","Bulls","","• Lauri Markkanen","back spasms (DTD)"
"22115","2017-12-13","Grizzlies","","• Tyreke Evans","sore right hip (DTD)"
"22116","2017-12-13","Heat","","• Tyler Johnson","migraine headache (DTD)"
"22117","2017-12-13","Jazz","• Rodney Hood","","returned to lineup"
"22118","2017-12-13","Magic","","• Arron Afflalo","back spasms (DTD)"
"22119","2017-12-13","Pacers","• Darren Collison","","returned to lineup"
"22120","2017-12-13","Pelicans","• Anthony Davis","","returned to lineup"
"22121","2017-12-13","Pelicans","• Dante Cunningham","","returned to lineup"
"22122","2017-12-13","Wizards","","• Markieff Morris","sore right hip (DTD)"
"22123","2017-12-14","Blazers","• Meyers Leonard","","returned to lineup"
"22124","2017-12-14","Bucks","","• Mirza Teletovic","pulmonary embolism (out indefinitely)"
"22125","2017-12-14","Cavaliers","","• Tristan Thompson","strained left calf (DTD)"
"22126","2017-12-14","Cavaliers","• Dwyane Wade","","returned to lineup"
"22127","Date","Team","Acquired","Relinquished","Notes"
"22128","2017-12-14","Warriors","","• Nick Young","concussion (DTD)"
"22129","2017-12-15","Cavaliers","","• John Holland","left shoulder subluxation (out) indefinitely"
"22130","2017-12-15","Heat","","• Justise Winslow","strained left knee (DTD)"
"22131","2017-12-15","Heat","• Tyler Johnson","","returned to lineup"
"22132","2017-12-15","Nets","","• Allen Crabbe","sore left ankle / knee (DTD)"
"22133","2017-12-15","Nets","","• DeMarre Carroll","rest (DTD)"
"22134","2017-12-15","Pistons","","• Avery Bradley","strained adductor in right groin (DTD)"
"22135","2017-12-15","Raptors","","• C.J. Miles","sore left shoulder (DTD)"
"22136","2017-12-15","Wizards","• Ian Mahinmi","","returned to lineup"
"22137","2017-12-15","Wizards","• Markieff Morris","","returned to lineup"
"22138","2017-12-15","Hornets","","• Julyan Stone","hamstring injury (DTD)"
"22139","2017-12-16","Cavaliers","• Tristan Thompson","","returned to lineup"
"22140","2017-12-16","Grizzlies","","• Chandler Parsons","rest (DTD)"
"22141","2017-12-16","Jazz","","• Derrick Favors","eye laceration (DTD)"
"22142","2017-12-16","Jazz","","• Rudy Gobert","sprained left knee (DTD)"
"22143","2017-12-16","Magic","","• Aaron Gordon","strained right calf (DTD)"
"22144","2017-12-16","Rockets","","• Clint Capela","bruised left heel (DTD)"
"22145","2017-12-16","Spurs","","• Danny Green","tightness in left groin (DTD)"
"22146","2017-12-17","76ers","","• Joel Embiid","back injury (DTD)"
"22147","2017-12-17","76ers","","• Trevor Booker","sprained left ankle (DTD)"
"22148","2017-12-17","Heat","","• James Johnson","right ankle injury (DTD)"
"22149","2017-12-17","Kings","","• De'Aaron Fox","bruised right quadriceps (DTD)"
"22150","2017-12-17","Nets","• Allen Crabbe","","returned to lineup"
"22151","2017-12-17","Nets","• DeMarre Carroll","","returned to lineup"
"22152","2017-12-17","Raptors","• C.J. Miles","","returned to lineup"
"22153","Date","Team","Acquired","Relinquished","Notes"
"22154","2017-12-17","Warriors","","• Shaun Livingston","sore right knee (DTD)"
"22155","2017-12-17","Warriors","• Nick Young","","returned to lineup"
"22156","2017-12-17","Wizards","","• Otto Porter Jr.","hip injury / bruised right thigh (DTD)"
"22157","2017-12-17","76ers","","• Furkan Korkmaz","left foot injury (out indefinitely)"
"22158","2017-12-18","Clippers","","• Louis Williams / Lou Williams","sprained left / right foot (DTD)"
"22159","2017-12-18","Clippers","","• Wesley Johnson / Wes Johnson","sore left foot (DTD)"
"22160","2017-12-18","Heat","","• Goran Dragic","sore left elbow (DTD)"
"22161","2017-12-18","Heat","","• James Johnson","bursitis in right ankle (DTD)"
"22162","2017-12-18","Hornets","• Julyan Stone","","returned to lineup"
"22163","2017-12-18","Jazz","","• Derrick Favors","concussion (DTD)"
"22164","2017-12-18","Rockets","• Clint Capela","","returned to lineup"
"22165","2017-12-19","Bucks","• Tony Snell","","returned to lineup"
"22166","2017-12-19","Lakers","","• Brook Lopez","sprained right ankle (DTD)"
"22167","2017-12-20","Clippers","• Louis Williams / Lou Williams","","returned to lineup"
"22168","2017-12-20","Jazz","","• Donovan Mitchell","bruised right big toe (DTD)"
"22169","2017-12-20","Mavericks","• Dennis Smith Jr.","","returned to lineup"
"22170","2017-12-20","Rockets","","• Clint Capela","bruised left heel (DTD)"
"22171","2017-12-20","Spurs","","• (William) Tony Parker","rest (DTD)"
"22172","2017-12-20","Spurs","• Danny Green","","returned to lineup"
"22173","2017-12-21","Blazers","","• Damian Lillard","strained right hamstring (DTD)"
"22174","2017-12-21","Cavaliers","","• J.R. Smith","sore left knee (DTD)"
"22175","2017-12-21","Celtics","","• Jaylen Brown","sore left Achilles (DTD)"
"22176","2017-12-21","Jazz","","• Nate Wolters","sore lower back (DTD)"
"22177","2017-12-21","Rockets","","• Chris Paul","strained left adductor (DTD)"
"22178","2017-12-21","Spurs","","• Danny Green","tightness in left groin (DTD)"
"22179","Date","Team","Acquired","Relinquished","Notes"
"22180","2017-12-21","Spurs","","• Emanuel Ginobili / Manu Ginobili","rest (DTD)"
"22181","2017-12-21","Spurs","• (William) Tony Parker","","returned to lineup"
"22182","2017-12-22","Clippers","","• Milos Teodosic","rest (DTD)"
"22183","2017-12-22","Hawks","","• Dennis Schröder","left ankle injury (DTD)"
"22184","2017-12-22","Magic","","• Jonathan Isaac","sore right ankle (DTD)"
"22185","2017-12-22","Jazz","• Nate Wolters","","returned to lineup"
"22186","2017-12-23","Celtics","• Jaylen Brown","","returned to lineup"
"22187","2017-12-23","Clippers","• Milos Teodosic","","returned to lineup"
"22188","2017-12-23","Hawks","• Dennis Schröder","","returned to lineup"
"22189","2017-12-23","Heat","","• Dion Waiters","sprained left ankle (DTD)"
"22190","2017-12-23","Heat","• Goran Dragic","","returned to lineup"
"22191","2017-12-23","Heat","• James Johnson","","returned to lineup"
"22192","2017-12-23","Jazz","• Donovan Mitchell","","returned to lineup"
"22193","2017-12-23","Kings","","• Vince Carter","rib injury (DTD)"
"22194","2017-12-23","Magic","","• Nikola Vucevic","fractured left hand (out indefinitely)"
"22195","2017-12-23","Spurs","","• Kawhi Leonard","right quadricep injury / rest (DTD)"
"22196","2017-12-23","Spurs","• Emanuel Ginobili / Manu Ginobili","","returned to lineup"
"22197","2017-12-24","Lakers","","• Lonzo Ball","sprained left shoulder (DTD)"
"22198","2017-12-25","Cavaliers","• J.R. Smith","","returned to lineup"
"22199","2017-12-25","Celtics","• Marcus Morris","","returned to lineup"
"22200","2017-12-25","Rockets","• Clint Capela","","returned to lineup"
"22201","2017-12-26","Celtics","","• Marcus Morris","left knee injury (DTD)"
"22202","2017-12-26","Heat","","• James Johnson","bursitis in right ankle (DTD)"
"22203","2017-12-26","Kings","• Vince Carter","","returned to lineup"
"22204","2017-12-26","Magic","• Jonathan Isaac","","returned to lineup"
"22205","Date","Team","Acquired","Relinquished","Notes"
"22206","2017-12-26","Spurs","• Kawhi Leonard","","returned to lineup"
"22207","2017-12-27","Celtics","","• Jaylen Brown","sore right knee (DTD)"
"22208","2017-12-27","Pistons","","• Reggie Jackson (Shon)","sprained right ankle (out indefinitely)"
"22209","2017-12-27","Rockets","","• Clint Capela","fractured right orbital bone (DTD)"
"22210","2017-12-29","Bulls","","• Kris Dunn","patellar tendinitis in left knee (DTD)"
"22211","2017-12-29","Clippers","• Wesley Johnson / Wes Johnson","","returned to lineup"
"22212","2017-12-29","Grizzlies","","• Chandler Parsons","sore right knee (DTD)"
"22213","2017-12-29","Lakers","","• Tyler Ennis","flu (DTD)"
"22214","2017-12-29","Rockets","","• Nene / Nene Hilario / Maybyner Hilario","undisclosed (DTD)"
"22215","2017-12-29","Rockets","• Chris Paul","","returned to lineup"
"22216","2017-12-29","Spurs","","• Rudy Gay","bursitis in right heel (DTD)"
"22217","2017-12-29","Thunder","","• Paul George","sore left knee (DTD)"
"22218","2017-12-30","76ers","","• Joel Embiid","back injury (DTD)"
"22219","2017-12-30","Blazers","","• Meyers Leonard","ankle injury (DTD)"
"22220","2017-12-30","Clippers","","• Austin Rivers","strained right Achilles tendon (DTD)"
"22221","2017-12-30","Nuggets","","• Juancho Hernangomez / Juan Hernangomez","illness (DTD)"
"22222","2017-12-30","Nuggets","","• Malik Beasley","elbow injury (DTD)"
"22223","2017-12-30","Pistons","","• Stanley Johnson","strained right hip flexor (DTD)"
"22224","2017-12-31","76ers","• Joel Embiid","","returned to lineup"
"22225","2017-12-31","Bulls","• Kris Dunn","","returned to lineup"
"22226","2017-12-31","Lakers","• Tyler Ennis","","returned to lineup"
"22227","2017-12-31","Rockets","• Nene / Nene Hilario / Maybyner Hilario","","returned to lineup"
"22228","2018-01-01","Blazers","• Meyers Leonard","","returned to lineup"
"22229","2018-01-01","Kings","","• Frank Mason","bruised right heel (DTD)"
"22230","2018-01-01","Rockets","","• James Harden","strained left hamstring (DTD)"
"22231","Date","Team","Acquired","Relinquished","Notes"
"22232","2018-01-02","Cavaliers","• Isaiah Thomas","","returned to lineup"
"22233","2018-01-02","Clippers","","• Austin Rivers","sore right Achilles (DTD)"
"22234","2018-01-02","Nuggets","• Juancho Hernangomez / Juan Hernangomez","","returned to lineup"
"22235","2018-01-02","Nuggets","• Malik Beasley","","returned to lineup"
"22236","2018-01-03","Cavaliers","","• Isaiah Thomas","right hip injury (DTD)"
"22237","2018-01-03","Heat","• James Johnson","","returned to lineup"
"22238","2018-01-03","Pistons","","• Andre Drummond","bruised right rib (DTD)"
"22239","2018-01-03","Spurs","","• (William) Tony Parker","rest (DTD)"
"22240","2018-01-03","Spurs","","• Emanuel Ginobili / Manu Ginobili","rest (DTD)"
"22241","2018-01-04","Rockets","","• Chinanu Onuaku","virus (DTD)"
"22242","2018-01-05","Heat","","• Derrick Walton Jr.","illness (DTD)"
"22243","2018-01-05","Pistons","• Andre Drummond","","returned to lineup"
"22244","2018-01-05","Spurs","","• LaMarcus Aldridge","rest (DTD)"
"22245","2018-01-05","Spurs","• (William) Tony Parker","","returned to lineup"
"22246","2018-01-05","Spurs","• Emanuel Ginobili / Manu Ginobili","","returned to lineup"
"22247","2018-01-05","Suns","","• Isaiah Canaan","strained left adductor (DTD)"
"22248","2018-01-06","Celtics","","• Al Horford","sore left calf / knee injury (DTD)"
"22249","2018-01-06","Clippers","","• Milos Teodosic","sore plantar fascia in left foot (DTD)"
"22250","2018-01-06","Magic","","• Jonathon Simmons","back spasms (DTD)"
"22251","2018-01-06","Pistons","","• Andre Drummond","bruised right rib (DTD)"
"22252","2018-01-06","Spurs","","• Kawhi Leonard","partial tear in left shoulder (DTD)"
"22253","2018-01-07","Nets","","• DeMarre Carroll","sprained right knee (DTD)"
"22254","2018-01-07","Spurs","","• (William) Tony Parker","rest (DTD)"
"22255","2018-01-07","Spurs","• LaMarcus Aldridge","","returned to lineup"
"22256","2018-01-07","Suns","","• Marquese Chriss","strained right hip flexor (DTD)"
"22257","Date","Team","Acquired","Relinquished","Notes"
"22258","2018-01-07","Heat","• Derrick Walton Jr.","","returned to lineup"
"22259","2018-01-08","Bulls","","• Nikola Mirotic","stomach virus (DTD)"
"22260","2018-01-08","Nets","","• Nik Stauskas","ankle injury (DTD)"
"22261","2018-01-08","Pistons","• Andre Drummond","","returned to lineup"
"22262","2018-01-08","Spurs","","• Emanuel Ginobili / Manu Ginobili","rest (DTD)"
"22263","2018-01-08","Spurs","• (William) Tony Parker","","returned to lineup"
"22264","2018-01-09","Heat","","• Tyler Johnson","strained left shoulder (DTD)"
"22265","2018-01-09","Magic","• Jonathon Simmons","","returned to lineup"
"22266","2018-01-10","Heat","• Tyler Johnson","","returned to lineup"
"22267","2018-01-10","Jazz","","• Derrick Favors","sprained right ankle (DTD)"
"22268","2018-01-10","Nets","• Nik Stauskas","","returned to lineup"
"22269","2018-01-10","Pacers","","• Myles Turner","right elbow injury (DTD)"
"22270","2018-01-10","Pelicans","","• Anthony Davis","sprained right ankle (DTD)"
"22271","2018-01-10","Rockets","• Chinanu Onuaku","","returned to lineup"
"22272","2018-01-10","Warriors","","• Stephen Curry","sprained right ankle (DTD)"
"22273","2018-01-11","76ers","","• Amir Johnson","gasroenteritis (DTD)"
"22274","2018-01-11","Celtics","• Al Horford","","returned to lineup"
"22275","2018-01-11","Clippers","","• C.J. Williams","sprained right ankle (DTD)"
"22276","2018-01-11","Clippers","• Milos Teodosic","","returned to lineup"
"22277","2018-01-11","Spurs","","• (William) Tony Parker","sprained right ankle (DTD)"
"22278","2018-01-11","Spurs","• Emanuel Ginobili / Manu Ginobili","","returned to lineup"
"22279","2018-01-11","Rockets","","• Zhou Qi / Qi Zhou","right elbow injury (DTD)"
"22280","2018-01-12","Blazers","","• Evan Turner","illness (DTD)"
"22281","2018-01-12","Cavaliers","","• Dwyane Wade","rest (DTD)"
"22282","2018-01-12","Cavaliers","","• Isaiah Thomas","rest (DTD)"
"22283","Date","Team","Acquired","Relinquished","Notes"
"22284","2018-01-12","Heat","","• Dion Waiters","surgery on left ankle (out indefinitely) (date approximate)"
"22285","2018-01-12","Jazz","• Derrick Favors","","returned to lineup"
"22286","2018-01-12","Pelicans","• Anthony Davis","","returned to lineup"
"22287","2018-01-12","Rockets","","• Tarik Black","eye injury (DTD)"
"22288","2018-01-12","Clippers","• C.J. Williams","","returned to lineup"
"22289","2018-01-13","Bulls","• Nikola Mirotic","","returned to lineup"
"22290","2018-01-13","Clippers","","• DeAndre Jordan","sprained left ankle (DTD)"
"22291","2018-01-13","Jazz","","• Thabo Sefolosha","surgery on right knee (out for season)"
"22292","2018-01-13","Nets","","• Tyler Zeller","sore left hip (DTD)"
"22293","2018-01-13","Spurs","• (William) Tony Parker","","returned to lineup"
"22294","2018-01-14","Blazers","• Evan Turner","","returned to lineup"
"22295","2018-01-14","Heat","• Justise Winslow","","returned to lineup"
"22296","2018-01-15","76ers","","• Richaun Holmes","gastroenteritis (DTD)"
"22297","2018-01-15","76ers","• Amir Johnson","","returned to lineup"
"22298","2018-01-15","Lakers","","• Brandon Ingram","sprained left ankle/knee (DTD)"
"22299","2018-01-15","Lakers","","• Lonzo Ball","sprained left knee (DTD)"
"22300","2018-01-15","Nets","• Tyler Zeller","","returned to lineup"
"22301","2018-01-15","Rockets","• Tarik Black","","returned to lineup"
"22302","2018-01-15","Spurs","","• Kawhi Leonard","right quadriceps injury / rest (DTD)"
"22303","2018-01-16","76ers","","• J.J. Redick","left fibula injury (DTD)"
"22304","2018-01-16","Hornets","• Steve Clifford","","returned to team as head coach"
"22305","2018-01-16","Mavericks","","• Jose Juan Barea / Jose Barea / J.J. Barea","strained left groin (DTD)"
"22306","2018-01-16","Spurs","","• Emanuel Ginobili / Manu Ginobili","bruised right thigh (DTD)"
"22307","2018-01-17","Grizzlies","","• Marc Gasol","illness (DTD)"
"22308","2018-01-17","Lakers","• Brandon Ingram","","returned to lineup"
"22309","Date","Team","Acquired","Relinquished","Notes"
"22310","2018-01-17","Pistons","","• Luke Kennard","thumb injury (DTD)"
"22311","2018-01-18","76ers","","• James Young","undisclosed (DTD)"
"22312","2018-01-18","Bulls","","• Kris Dunn","concussion (out indefinitely)"
"22313","2018-01-18","Lakers","","• Kentavious Caldwell-Pope","strained right Achilles (DTD)"
"22314","2018-01-19","Bucks","","• Giannis Antetokounmpo","sore right knee (DTD)"
"22315","2018-01-19","Grizzlies","• Marc Gasol","","returned to lineup"
"22316","2018-01-19","Lakers","","• Brandon Ingram","sprained left ankle (DTD)"
"22317","2018-01-19","Pistons","• Luke Kennard","","returned to lineup"
"22318","2018-01-19","Warriors","","• Jordan Bell","left ankle injury (out indefinitely)"
"22319","2018-01-20","76ers","• James Young","","returned to lineup"
"22320","2018-01-20","Grizzlies","","• Andrew Harrison","left shoulder injury (DTD)"
"22321","2018-01-20","Grizzlies","","• Mario Chalmers","right shoulder injury (DTD)"
"22322","2018-01-20","Heat","","• Goran Dragic","bruised left knee (DTD)"
"22323","2018-01-20","Jazz","","• Rodney Hood","bruised lower leg (DTD)"
"22324","2018-01-20","Mavericks","• Jose Juan Barea / Jose Barea / J.J. Barea","","returned to lineup"
"22325","2018-01-20","Timberwolves","","• Jamal Crawford","sprained left big toe (DTD)"
"22326","2018-01-20","Timberwolves","","• Jimmy Butler","sore right knee (DTD)"
"22327","2018-01-20","Grizzlies","","• James Ennis III","right calf injury (DTD)"
"22328","2018-01-20","Rockets","","• Troy Williams","illness (DTD)"
"22329","2018-01-21","Grizzlies","","• JaMychal Green","right ankle injury (DTD)"
"22330","2018-01-21","Lakers","• Brandon Ingram","","returned to lineup"
"22331","2018-01-22","Clippers","","• Jawun Evans","sore lower abdominal (DTD)"
"22332","2018-01-22","Grizzlies","• Andrew Harrison","","returned to lineup"
"22333","2018-01-22","Grizzlies","• Mario Chalmers","","returned to lineup"
"22334","2018-01-22","Hornets","","• Michael Kidd-Gilchrist","right axillary abscess (DTD)"
"22335","Date","Team","Acquired","Relinquished","Notes"
"22336","2018-01-22","Spurs","","• Pau Gasol","sprained right wrist (DTD)"
"22337","2018-01-23","Kings","","• Zach Randolph","sore left knee (DTD)"
"22338","2018-01-23","Knicks","","• Kristaps Porzingis","irritation in left knee (DTD)"
"22339","2018-01-24","Celtics","","• Al Horford","concussion (DTD)"
"22340","2018-01-24","Celtics","","• Marcus Smart","right hand injury (DTD)"
"22341","2018-01-24","Clippers","","• Jawun Evans","sore lower abdominal (DTD)"
"22342","2018-01-24","Clippers","• DeAndre Jordan","","returned to lineup"
"22343","2018-01-24","Grizzlies","","• Jarell Martin","left knee injury (DTD)"
"22344","2018-01-24","Hornets","• Michael Kidd-Gilchrist","","returned to lineup"
"22345","2018-01-24","Pistons","","• Reggie Bullock","thumb injury (DTD)"
"22346","2018-01-24","Spurs","","• LaMarcus Aldridge","rest (DTD)"
"22347","2018-01-24","Spurs","• Pau Gasol","","returned to lineup"
"22348","2018-01-24","Suns","","• Alex Len","sore right ankle (DTD)"
"22349","2018-01-24","Timberwolves","• Jamal Crawford","","returned to lineup"
"22350","2018-01-25","Heat","• Goran Dragic","","returned to lineup"
"22351","2018-01-25","Kings","• Zach Randolph","","returned to lineup"
"22352","2018-01-25","Knicks","• Kristaps Porzingis","","returned to lineup"
"22353","2018-01-25","Warriors","","• Patrick McCaw","strained back (DTD)"
"22354","2018-01-26","Cavaliers","","• Iman Shumpert","left knee injury (DTD)"
"22355","2018-01-26","Grizzlies","","• Ben McLemore","sore right knee (DTD)"
"22356","2018-01-26","Grizzlies","• Jarell Martin","","returned to lineup"
"22357","2018-01-26","Kings","","• Willie Cauley-Stein","bruised right knee (DTD)"
"22358","2018-01-26","Pelicans","","• DeMarcus Cousins","torn left Achilles tendon (out for season)"
"22359","2018-01-26","Spurs","• LaMarcus Aldridge","","returned to lineup"
"22360","2018-01-26","Suns","","• Tyson Chandler","illness (DTD)"
"22361","Date","Team","Acquired","Relinquished","Notes"
"22362","2018-01-26","Celtics","","• Guerschon Yabusele","ankle injury (DTD)"
"22363","2018-01-26","Grizzlies","","• Tyreke Evans","illness (DTD)"
"22364","2018-01-27","Celtics","• Al Horford","","returned to lineup"
"22365","2018-01-27","Grizzlies","","• Mike Conley Jr.","surgery on left heel to smooth bone (out for season) (date approximate)"
"22366","2018-01-27","Hornets","","• Michael Carter-Williams","strained left shoulder (DTD)"
"22367","2018-01-27","Mavericks","","• Jose Juan Barea / Jose Barea / J.J. Barea","strained left oblique (DTD)"
"22368","2018-01-27","Nets","","• Caris LeVert","sore left groin (DTD)"
"22369","2018-01-27","Nuggets","","• Tyler Lydon","arthroscopic surgery on left knee (out for season)"
"22370","2018-01-27","Pelicans","","• DeMarcus Cousins","surgery to repair torn left Achilles tendon (out for season)"
"22371","2018-01-27","Pistons","• Reggie Bullock","","returned to lineup"
"22372","2018-01-27","Thunder","","• Andre Roberson","torn patellar tendon in left knee (out for season)"
"22373","2018-01-27","Timberwolves","• Jimmy Butler","","returned to lineup"
"22374","2018-01-28","Kings","","• Garrett Temple","sprained right ankle (DTD)"
"22375","2018-01-28","Kings","","• Malachi Richardson","sprained left ankle (DTD)"
"22376","2018-01-28","Pistons","","• Avery Bradley","sore right groin/hamstring (DTD)"
"22377","2018-01-28","Spurs","• Emanuel Ginobili / Manu Ginobili","","returned to lineup"
"22378","2018-01-28","Suns","• Tyson Chandler","","returned to lineup"
"22379","2018-01-28","Thunder","","• Andre Roberson","surgery on left knee to repair torn patellar tendon (out for season)"
"22380","2018-01-29","Celtics","","• Shane Larkin","sore right knee (DTD)"
"22381","2018-01-29","Grizzlies","• Tyreke Evans","","returned to lineup"
"22382","2018-01-29","Hornets","• Michael Carter-Williams","","returned to lineup"
"22383","2018-01-29","Rockets","","• Trevor Ariza","strained left hamstring (DTD)"
"22384","2018-01-30","Cavaliers","","• Kevin Love","fractured left hand (out indefinitely)"
"22385","2018-01-30","Hornets","","• Marvin Williams","sprained left ankle (DTD)"
"22386","2018-01-30","Kings","• Garrett Temple","","returned to lineup"
"22387","Date","Team","Acquired","Relinquished","Notes"
"22388","2018-01-30","Magic","","• Aaron Gordon","strained left hip flexor (DTD)"
"22389","2018-01-30","Rockets","","• Chris Paul","sore right groin (DTD)"
"22390","2018-01-30","Rockets","• Zhou Qi / Qi Zhou","","returned to lineup"
"22391","2018-01-31","Celtics","• Guerschon Yabusele","","returned to lineup"
"22392","2018-01-31","Grizzlies","","• Deyonta Davis","sore knees (DTD)"
"22393","2018-01-31","Grizzlies","","• Mario Chalmers","left hamstring injury (DTD)"
"22394","2018-01-31","Grizzlies","","• Tyreke Evans","DNP"
"22395","2018-01-31","Grizzlies","• Ben McLemore","","returned to lineup"
"22396","2018-01-31","Pelicans","","• DeMarcus Cousins","surgery to repair torn left Achilles tendon (out for season)"
"22397","2018-01-31","Suns","","• Isaiah Canaan","fractured left ankle (out indefinitely)"
"22398","2018-01-31","Wizards","","• John Wall (Hildred)","arthroscopic surgery on left knee (out indefinitely)"
"22399","2018-02-01","Grizzlies","","• Tyreke Evans","illness (DTD)"
"22400","2018-02-01","Grizzlies","• Deyonta Davis","","returned to lineup"
"22401","2018-02-01","Rockets","• Chris Paul","","returned to lineup"
"22402","2018-02-02","Celtics","","• Marcus Morris","bruised left hip (DTD)"
"22403","2018-02-02","Bucks","","• Malcolm Brogdon","partially torn quadriceps tendon in left leg (out indefinitely)"
"22404","2018-02-03","Heat","","• Hassan Whiteside","illness (DTD)"
"22405","2018-02-03","Jazz","","• Donovan Mitchell","flu (DTD)"
"22406","2018-02-03","Jazz","","• Joe Johnson","rest (DTD)"
"22407","2018-02-03","Jazz","• Rodney Hood","","returned to lineup"
"22408","2018-02-03","Pistons","","• Dwight Buycks","illness (DTD)"
"22409","2018-02-03","Pistons","","• Luke Kennard","sore left big toe (DTD)"
"22410","2018-02-03","Spurs","","• Brandon Paul","back spasms (DTD)"
"22411","2018-02-03","Wizards","","• (James) Mike Scott","illness (DTD)"
"22412","2018-02-04","Hawks","","• DeAndre' Bembry","strained left adductor (DTD)"
"22413","Date","Team","Acquired","Relinquished","Notes"
"22414","2018-02-04","Hawks","","• Tyler Cavanaugh","sprained right ankle (DTD)"
"22415","2018-02-05","Bucks","","• Matthew Dellavedova","sprained right ankle (DTD)"
"22416","2018-02-05","Heat","• Hassan Whiteside","","returned to lineup"
"22417","2018-02-05","Jazz","• Donovan Mitchell","","returned to lineup"
"22418","2018-02-05","Pistons","• Luke Kennard","","returned to lineup"
"22419","2018-02-05","Suns","","• Devin Booker","left hip pointer (DTD)"
"22420","2018-02-05","Wizards","• (James) Mike Scott","","returned to lineup"
"22421","2018-02-05","Pacers","","• Darren Collison","arthroscopic surgery on left knee (out indefinitely)"
"22422","2018-02-06","Bucks","","• John Henson","sore right hamstring (DTD)"
"22423","2018-02-06","Celtics","• Marcus Morris","","returned to lineup"
"22424","2018-02-06","Grizzlies","","• Deyonta Davis","sore knees (DTD)"
"22425","2018-02-06","Knicks","","• Kristaps Porzingis","torn ACL in left knee (out for season)"
"22426","2018-02-07","Heat","","• Kelly Olynyk","strained left shoulder (DTD)"
"22427","2018-02-07","Heat","","• Wayne Ellington","strained right shoulder (DTD)"
"22428","2018-02-07","Knicks","","• Ron Baker","surgery on right shoulder to repair dislocation (out for season)"
"22429","2018-02-07","Pacers","","• T.J. Leaf","sore left calf (DTD)"
"22430","2018-02-07","Rockets","","• Eric Gordon","sore lower back (DTD)"
"22431","2018-02-07","Rockets","","• Ryan Anderson","sprained right ankle (DTD)"
"22432","2018-02-07","Spurs","• Brandon Paul","","returned to lineup"
"22433","2018-02-08","Hawks","","• DeAndre' Bembry","strained left adductor (DTD)"
"22434","2018-02-08","Knicks","","• Enes Kanter / Enes Freedom","oral surgery (DTD)"
"22435","2018-02-08","Mavericks","","• Johnathan Motley","sprained left ankle (DTD)"
"22436","2018-02-08","Mavericks","","• Seth Curry","surgery on left leg to repair stress fracture (out for season)"
"22437","2018-02-09","Bucks","• John Henson","","returned to lineup"
"22438","2018-02-09","Clippers","","• Milos Teodosic","sore right foot (DTD)"
"22439","Date","Team","Acquired","Relinquished","Notes"
"22440","2018-02-09","Hawks","","• DeAndre' Bembry","strained left adductor (DTD)"
"22441","2018-02-09","Heat","• Wayne Ellington","","returned to lineup"
"22442","2018-02-09","Rockets","• Eric Gordon","","returned to lineup"
"22443","2018-02-09","Rockets","• Ryan Anderson","","returned to lineup"
"22444","2018-02-09","Spurs","","• (William) Tony Parker","tightness in back (DTD)"
"22445","2018-02-09","Spurs","","• Dejounte Murray","sprained left ankle (DTD)"
"22446","2018-02-10","Bucks","","• John Henson","sore right hamstring (DTD)"
"22447","2018-02-10","Grizzlies","","• Wayne Selden Jr.","sore right knee (DTD)"
"22448","2018-02-10","Mavericks","• Johnathan Motley","","returned to lineup"
"22449","2018-02-10","Suns","","• Tyler Ulis","back injury (DTD)"
"22450","2018-02-10","Wizards","","• Markieff Morris","illness (DTD)"
"22451","2018-02-11","Hawks","• DeAndre' Bembry","","returned to lineup"
"22452","2018-02-11","Knicks","• Enes Kanter / Enes Freedom","","returned to lineup"
"22453","2018-02-11","Mavericks","","• Jose Juan Barea / Jose Barea / J.J. Barea","rest (DTD)"
"22454","2018-02-11","Mavericks","","• Salah Mejri","stiff neck (DTD)"
"22455","2018-02-11","Raptors","• Malachi Richardson","","returned to lineup"
"22456","2018-02-11","Spurs","","• LaMarcus Aldridge","sore right knee (DTD)"
"22457","2018-02-11","Wizards","","• Tim Frazier","fractured nose (DTD)"
"22458","2018-02-12","Clippers","• Milos Teodosic","","returned to lineup"
"22459","2018-02-12","Spurs","• Dejounte Murray","","returned to lineup"
"22460","2018-02-12","Jazz","","• Tony Bradley","gastroenteritis (DTD)"
"22461","2018-02-13","Knicks","","• Kristaps Porzingis","surgery on left knee to repair torn ACL (out for season)"
"22462","2018-02-13","Mavericks","• Salah Mejri","","returned to lineup"
